İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
111749-831,Bugün,Satılık,Daire,3 + 1,165 m2,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,160 TL,Hayır,Yenimahalle,Turgut Özal,695.000 TL
3584-26026,Dün,Satılık,Daire,3 + 1,120 m2,2. Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Çankaya,Yukarı Bahçelievler,710.000 TL
16407-8611,Dün,Satılık,Daire,2 + 1,85 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Etimesgut,Atakent,173.000 TL
5554-4172,Dün,Satılık,Daire,2 + 1,100 m2,7. Kat,30 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Çankaya,İşçi Blokları,425.000 TL
122071-54,Dün,Satılık,Daire,3 + 1,110 m2,2. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Mamak,Kutlu,245.000 TL
1124-5053,Dün,Satılık,Daire,2 + 1,90 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Bahçelievler,425.000 TL
22580-1972,Bugün,Satılık,Daire,2 + 1,90 m2,3. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Tepebaşı,175.000 TL
53653-1721,Dün,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,36 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Remzi Oğuz Arık,420.000 TL
82418-1235,Dün,Satılık,Daire,3 + 1,150 m2,Kot 3,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Mamak,Tuzluçayır,342.000 TL
46649-9324,Bugün,Satılık,Daire,3 + 1,120 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Naci Çakır,275.000 TL
122845-11,Dün,Satılık,Daire,2 + 1,100 m2,Kot 2,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,25 TL,,Mamak,Abidinpaşa,124.000 TL
4937-5070,Bugün,Satılık,Daire,3 + 1,125 m2,3. Kat,21 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,375 TL,Hayır,Çankaya,Sokullu Mehmet Paşa,403.000 TL
58419-2767,Bugün,Satılık,Daire,5 + 1,220 m2,3. Kat,30 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,135 TL,Hayır,Çankaya,Kavaklıdere,570.000 TL
1124-5156,Dün,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Emek,850.000 TL
39997-4036,Dün,Satılık,Daire,2 + 1,105 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,70 TL,Evet,Çankaya,Ayrancı,390.000 TL
1124-5036,Dün,Satılık,Daire,2 + 1,75 m2,1. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Emek,445.000 TL
112187-271,Dün,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,30 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,350 TL,Evet,Çankaya,Yukarı Bahçelievler,675.000 TL
119085-17,Bugün,Satılık,Daire,3 + 1,135 m2,Kot 1,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,50 TL,Hayır,Çankaya,Naci Çakır,299.500 TL
26568-3358,Bugün,Satılık,Daire,4 + 1,150 m2,En Üst Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,75 TL,,Çankaya,Seyranbağları,400.000 TL
61156-5339,Dün,Satılık,Daire,2 + 1,110 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,80 TL,Hayır,Çankaya,Kırkkonaklar,370.000 TL
101486-966,Bugün,Satılık,Daire,2 + 1,110 m2,Kot 1,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,35 TL,Evet,Keçiören,Karakaya,179.000 TL
44716-6535,Bugün,Satılık,Daire,3 + 1,170 m2,12. Kat,4 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Ege,615.000 TL
8315-9888,Bugün,Satılık,Villa,10 + 4,550 m2,,13 Yaşında,Kat Kaloriferi,3 Katlı,Uygun,Eşyalı Değil,4,,,,,,Hayır,Ayaş,Başbereket,2.250.000 TL
1983-818,Bugün,Satılık,Daire,2 + 1,85 m2,Giriş Katı,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,150 TL,Hayır,Çankaya,Bahçelievler,575.000 TL
5422-1888,Bugün,Satılık,Daire,4 + 1,175 m2,3. Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Malazgirt,459.000 TL
39672-9136,Bugün,Satılık,Daire,3 + 1,110 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Etlik,182.000 TL
113388-844,Dün,Satılık,Daire,3 + 1,125 m2,Kot 1,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Topçu,175.000 TL
111653-788,Bugün,Satılık,Daire,4 + 1,150 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Mamak,Bahçeleriçi,183.000 TL
121128-278,Bugün,Satılık,Daire,3 + 1,100 m2,Giriş Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Mamak,Bahçelerüstü,199.000 TL
15878-12398,Dün,Satılık,Daire,3 + 1,120 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Keçiören,Sancaktepe,289.000 TL
2418-2032,Dün,Satılık,Daire,3 + 1,145 m2,3. Kat,30 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,500 TL,Hayır,Çankaya,Çankaya,875.000 TL
35785-1733,Bugün,Satılık,Daire,3 + 1,125 m2,4. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Keçiören,İncirli,279.000 TL
41304-2455,Bugün,Satılık,Daire,2 + 1,90 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Emek,745.000 TL
46649-9270,Bugün,Satılık,Daire,2 + 1,75 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Mürsel Uluç,165.000 TL
1955-6365,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Keçiören,İncirli,225.000 TL
114754-536,Bugün,Satılık,Daire,2 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Şehit Cengiz Topel,280.000 TL
113702-58,Bugün,Satılık,Daire,3 + 1,135 m2,1. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Birlik,550.000 TL
109745-139,Bugün,Satılık,Daire,2 + 1,100 m2,Kot 1,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,25 TL,Hayır,Mamak,Şahintepe,150.000 TL
110303-318,Dün,Satılık,Daire,3 + 1,115 m2,Kot 1,16 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Çankaya,Ata,285.000 TL
5554-4176,Bugün,Satılık,Daire,4 + 1,200 m2,4. Kat,12 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Kiracı Oturuyor,,300 TL,Hayır,Çankaya,Kızılırmak,1.480.000 TL
122845-4,Dün,Satılık,Daire,2 + 1,110 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,30 TL,Hayır,Mamak,Şahintepe,150.000 TL
3885-803,Bugün,Satılık,Daire,1 + 1,75 m2,Yüksek Giriş,40 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Altındağ,Aydınlıkevler,130.000 TL
54777-630,Bugün,Satılık,Daire,5 + 2,350 m2,15. Kat,12 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,450 TL,Evet,Çankaya,Çayyolu,2.500.000 TL
37957-15054,Dün,Satılık,Daire,2 + 1,100 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,220 TL,Hayır,Etimesgut,Şehit Osman Avcı,360.000 TL
8174-2553,Dün,Satılık,Daire,4 + 1,160 m2,2. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Gölbaşı,Şafak,550.000 TL
8545-1123,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Yenimahalle,Kardelen,300.000 TL
38136-1748,Dün,Satılık,Daire,2 + 1,80 m2,Yüksek Giriş,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,220 TL,,Çankaya,Emek,395.000 TL
111749-831,Bugün,Satılık,Daire,3 + 1,165 m2,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,160 TL,Hayır,Yenimahalle,Turgut Özal,695.000 TL
115697-268,Bugün,Satılık,Daire,3 + 1,100 m2,1. Kat,34 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,70 TL,Hayır,Yenimahalle,Kardelen,395.000 TL
103979-163,Bugün,Satılık,Daire,3 + 1,130 m2,5. Kat,30 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,50 TL,,Yenimahalle,Demetgül,320.000 TL
44716-6665,Bugün,Satılık,Daire,3 + 1,115 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,,Hayır,Mamak,Misket,218.500 TL
37957-14951,Dün,Satılık,Daire,3 + 1,110 m2,1. Kat,25 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,350 TL,Hayır,Etimesgut,Altay,299.000 TL
19538-3137,Bugün,Satılık,Daire,2 + 1,110 m2,1. Kat,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,,,Çankaya,Kırkkonaklar,350.000 TL
112187-355,Dün,Satılık,Daire,5 + 1,270 m2,4. Kat,18 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Ev Sahibi Oturuyor,,150 TL,Evet,Çankaya,Huzur,690.000 TL
67662-150,Bugün,Satılık,Daire,3 + 1,165 m2,Yüksek Giriş,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,60 TL,Evet,Altındağ,Aydınlıkevler,500.000 TL
119882-1103,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Oğuzlar,255.000 TL
16177-1199,Bugün,Satılık,Daire,1 + 1,70 m2,15. Kat,1 Yaşında,Merkezi (Pay Ölçer),39 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,280 TL,Hayır,Çankaya,İlkbahar,550.000 TL
4005-76,Bugün,Satılık,Villa,7 + 2,450 m2,,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,,Ev Sahibi Oturuyor,,,Hayır,Çankaya,Beytepe,1.150.000 TL
57329-1732,Dün,Satılık,Daire,2 + 1,105 m2,Bahçe Katı,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Piyade,127.000 TL
58419-2707,Bugün,Satılık,Daire,3 + 1,120 m2,1. Kat,50 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,50 TL,Hayır,Çankaya,Murat,195.000 TL
53653-1676,Dün,Satılık,Daire,3 + 1,135 m2,3. Kat,36 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,45 TL,Hayır,Çankaya,Remzi Oğuz Arık,505.000 TL
692346-628,Bugün,Satılık,Daire,3 + 1,135 m2,6. Kat,4 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Yıldızevler,870.000 TL
61156-5336,Dün,Satılık,Daire,2 + 1,120 m2,Zemin,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Çankaya,Birlik,284.000 TL
5554-4171,Dün,Satılık,Daire,3 + 1,165 m2,8. Kat,7 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,350 TL,Hayır,Çankaya,İşçi Blokları,1.165.000 TL
7458-23,Dün,Satılık,Residence,2 + 1,130 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,472 TL,,Çankaya,İlkbahar,800.000 TL
16407-8525,Dün,Satılık,Daire,3 + 1,110 m2,Bahçe Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,Topçu,175.000 TL
14984-2893,Bugün,Satılık,Daire,3 + 1,115 m2,1. Kat,24 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Naci Çakır,310.000 TL
70180-2859,Bugün,Satılık,Daire,3 + 1,115 m2,2. Kat,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Yenimahalle,Ergenekon,240.000 TL
114754-292,Bugün,Satılık,Daire,2 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Mamak,Şehit Cengiz Topel,350.000 TL
32358-5127,Bugün,Satılık,Daire,3 + 1,105 m2,1. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Mamak,Tuzluçayır,185.000 TL
122071-65,Dün,Satılık,Daire,3 + 1,120 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Evet,Mamak,Mutlu,260.000 TL
101486-988,Bugün,Satılık,Daire,3 + 1,130 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,35 TL,Evet,Keçiören,Osmangazi,284.000 TL
112636-155,Dün,Satılık,Daire,3 + 1,150 m2,4. Kat,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Mamak,Mutlu,247.000 TL
58419-2504,Bugün,Satılık,Daire,3 + 1,135 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,120 TL,Hayır,Çankaya,Büyükesat,395.000 TL
115614-674,Dün,Satılık,Daire,3 + 1,140 m2,En Üst Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Kuşcağız,345.000 TL
59414-3003,Bugün,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Yenimahalle,Tepealtı,420.000 TL
88386-2991,Bugün,Satılık,Daire,3 + 1,125 m2,5. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Yenimahalle,Kardelen,348.000 TL
76287-1781,Dün,Satılık,Daire,3 + 1,100 m2,Giriş Katı,30 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Emek,400.000 TL
47297-1906,Dün,Satılık,Daire,7 + 1,500 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Çankaya,Beytepe,3.700.000 TL
1493-12487,Dün,Satılık,Daire,3 + 1,110 m2,4. Kat,19 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,70 TL,Hayır,Etimesgut,Ayyıldız,277.000 TL
11065-1680,Bugün,Satılık,Daire,2 + 1,110 m2,Yüksek Giriş,45 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,365 TL,Hayır,Çankaya,Ayrancı,376.000 TL
122845-77,Dün,Satılık,Daire,2 + 1,100 m2,Kot 2,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Mamak,Bahçelerüstü,132.000 TL
14072-4345,Dün,Satılık,Daire,4 + 1,140 m2,3. Kat,24 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Harbiye,635.000 TL
3473-1698,Bugün,Satılık,Daire,3 + 1,115 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Kalaba,315.000 TL
57660-802,Dün,Satılık,Daire,4 + 1,210 m2,4. Kat,4 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,,Kat Mülkiyeti,200 TL,Hayır,Çankaya,Alacaatlı,1.770.000 TL
6493-2606,Bugün,Satılık,Daire,3 + 1,145 m2,Yüksek Giriş,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,70 TL,Hayır,Çankaya,Gökkuşağı,460.000 TL
21161-2213,Dün,Satılık,Daire,2 + 1,85 m2,Giriş Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Emek,365.000 TL
66647-467,Bugün,Satılık,Daire,3 + 1,115 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Merkez,249.000 TL
44716-6526,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Akşemsettin,185.000 TL
12371-1634,Bugün,Satılık,Daire,4 + 1,180 m2,3. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,70 TL,Hayır,Çankaya,Anıttepe,1.200.000 TL
6310-17085,Bugün,Satılık,Daire,3 + 1,120 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Mürsel Uluç,290.000 TL
67191-2459,Dün,Satılık,Daire,2 + 1,95 m2,5. Kat,17 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Evet,Sincan,Yunus Emre,255.000 TL
37957-14994,Dün,Satılık,Daire,1 + 1,60 m2,2. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,250 TL,Hayır,Etimesgut,Şeyh Şamil,235.000 TL
112435-1440,Dün,Satılık,Müstakil Ev,3 + 2,150 m2,,29 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Yenimahalle,Uğur Mumcu,390.000 TL
68373-973,Bugün,Satılık,Bina,3 + 1,125 m2,,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Sincan,Menderes,315.000 TL
3466-1705,Bugün,Satılık,Daire,2 + 1,115 m2,2. Kat,20 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,Hayır,Etimesgut,Atakent,355.000 TL
43940-1589,Dün,Satılık,Daire,1 + 1,82 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Yapım Aşamasında,Boş,,300 TL,Hayır,Çankaya,Konutkent,470.000 TL
15878-11741,Dün,Satılık,Daire,3 + 1,115 m2,Kot 1,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Keçiören,Sancaktepe,260.000 TL
26568-3375,Bugün,Satılık,Daire,4 + 1,180 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,70 TL,,Mamak,Türközü,560.000 TL
15086-831,Dün,Satılık,Daire,3 + 1,100 m2,1. Kat,28 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,Çankaya,Çiğdem,475.000 TL
44924-7940,Bugün,Satılık,Villa,4 + 1,200 m2,,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Yenimahalle,Kardelen,1.500.000 TL
44716-6394,Bugün,Satılık,Daire,3 + 1,150 m2,8. Kat,5 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Cengizhan,419.500 TL
1732-529,Dün,Satılık,Daire,4 + 1,170 m2,3. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,470 TL,Hayır,Çankaya,Ayrancı,620.000 TL
