İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
122902-36,Bugün,Satılık,Daire,3 + 1,120 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Çankaya,Büyükesat,350.000 TL
89176-2370,Bugün,Satılık,Daire,2 + 1,100 m2,Bahçe Katı,50 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Evet,Yenimahalle,Gayret,350.000 TL
121128-456,Bugün,Satılık,Daire,3 + 1,115 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Mamak,Bahçelerüstü,230.000 TL
2220-7914,Bugün,Satılık,Daire,4 + 1,170 m2,4. Kat,2 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Kiracı Oturuyor,Kat Mülkiyeti,470 TL,Hayır,NEV YAŞAM ,,Çankaya,Alacaatlı,1.425.000 TL
2703-17689,Bugün,Satılık,Daire,4 + 1,175 m2,Yüksek Giriş,5 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Tevfik İleri,350.000 TL
6314-2255,Bugün,Satılık,Daire,2 + 1,100 m2,4. Kat,34 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,,Çankaya,İşçi Blokları,420.000 TL
121228-89,Dün,Satılık,Daire,3 + 1,160 m2,4. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Mamak,Şirintepe,425.000 TL
117162-239,Dün,Satılık,Daire,5 + 1,210 m2,Yüksek Giriş,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Sincan,Selçuklu,274.000 TL
92647-2136,Bugün,Satılık,Daire,4 + 1,190 m2,6. Kat,3 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Bağlıca,985.000 TL
19464-2961,Bugün,Satılık,Daire,4 + 1,175 m2,1. Kat,9 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Çankaya,Akpınar,419.000 TL
76287-1739,Dün,Satılık,Daire,2 + 1,95 m2,3. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Emek,399.000 TL
26568-3477,Bugün,Satılık,Daire,3 + 1,120 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,,Çankaya,Seyranbağları,270.000 TL
117818-106,Bugün,Satılık,Daire,4 + 1,175 m2,2. Kat,23 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Oğuzlar,660.000 TL
44716-6453,Bugün,Satılık,Daire,3 + 1,120 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Cengizhan,369.000 TL
120327-24,Dün,Satılık,Daire,3 + 1,140 m2,2. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Hayır,Mamak,Mehtap,335.000 TL
22633-3039,Dün,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,40 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Yığma,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Altındağ,Aydınlıkevler,465.000 TL
1124-5156,Dün,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Emek,850.000 TL
112187-251,Dün,Satılık,Daire,6 + 1,300 m2,Çatı Katı,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Ev Sahibi Oturuyor,,100 TL,Evet,Çankaya,Kırkkonaklar,625.000 TL
111176-622,Bugün,Satılık,Daire,3 + 1,115 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,,Keçiören,Kuşcağız,228.000 TL
15878-12528,Dün,Satılık,Daire,4 + 1,195 m2,8. Kat,Sıfır Bina,Merkezi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Ovacık,670.000 TL
25774-1591,Bugün,Satılık,Daire,3 + 1,125 m2,Kot 1,35 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Boş,Kat Mülkiyeti,400 TL,Hayır,,Çankaya,Ayrancı,335.000 TL
95979-854,Bugün,Satılık,Daire,3 + 1,115 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,Piyade,190.000 TL
57660-787,Dün,Satılık,Daire,3 + 1,145 m2,5. Kat,12 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,170 TL,,Çankaya,Dodurga,499.000 TL
43944-2612,Bugün,Satılık,Daire,3 + 1,105 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,30 TL,Hayır,Çankaya,Aşıkpaşa,300.000 TL
3493-25567,Dün,Satılık,Daire,3 + 1,125 m2,Kot 2,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,50 TL,Hayır,Çankaya,Malazgirt,203.000 TL
46993-807,Dün,Satılık,Daire,1 + 1,70 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Çankaya,Büyükesat,320.000 TL
3584-26039,Dün,Satılık,Daire,3 + 1,125 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Emek,670.000 TL
36851-15884,Dün,Satılık,Daire,3 + 1,115 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Osman Temiz,279.000 TL
101486-1086,Bugün,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,,Evet,Keçiören,Uyanış,129.000 TL
44716-6399,Bugün,Satılık,Daire,3 + 1,155 m2,6. Kat,4 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Cengizhan,458.000 TL
15474-1386,Dün,Satılık,Daire,3 + 1,120 m2,2. Kat,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Sincan,Mareşal Çakmak,200.000 TL
6792-3497,Dün,Satılık,Daire,2 + 1,90 m2,3. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Emek,407.000 TL
3584-26017,Bugün,Satılık,Daire,3 + 1,125 m2,1. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Bahçelievler,675.000 TL
35001-3021,Dün,Satılık,Daire,3 + 1,125 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Altındağ,Güneşevler,440.000 TL
122542-17,Bugün,Satılık,Villa,5 + 3,500 m2,,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,5,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Alacaatlı,14.000.000 TL
4666-967,Dün,Satılık,Daire,2 + 1,95 m2,2. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,340 TL,Hayır,Çankaya,Bahçelievler,500.000 TL
5042-3041,Bugün,Satılık,Daire,2 + 1,80 m2,2. Kat,55 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Çankaya,Bahçelievler,585.000 TL
97141-9695,Dün,Satılık,Daire,3 + 1,140 m2,6. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Mamak,Durali Alıç,370.000 TL
22633-2935,Dün,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Evet,Altındağ,Aydınlıkevler,365.000 TL
31522-12495,Dün,Satılık,Daire,3 + 1,135 m2,3. Kat,33 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Evet,Keçiören,Aşağı Eğlence,580.000 TL
89176-2347,Bugün,Satılık,Daire,3 + 1,120 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Evet,Yenimahalle,Esentepe,315.000 TL
53653-1602,Dün,Satılık,Daire,3 + 1,125 m2,Kot 1,36 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,Hayır,Çankaya,Ayrancı,334.000 TL
2703-17651,Dün,Satılık,Daire,3 + 1,120 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,275.000 TL
112187-450,Dün,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,31 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Gaziosmanpaşa,525.000 TL
73018-1264,Bugün,Satılık,Daire,3 + 1,140 m2,7. Kat,6 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,540.000 TL
2703-17629,Dün,Satılık,Daire,3 + 1,120 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,349.000 TL
108434-41,Bugün,Satılık,Villa,4 + 2,365 m2,,9 Yaşında,Kombi,2 Katlı,Uygun değil,Eşyalı Değil,4,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,800 TL,Hayır,Çankaya,Çayyolu,4.375.000 TL
4757-1941,Bugün,Satılık,Daire,3 + 1,150 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,100 TL,Hayır,Çankaya,Yukarı Bahçelievler,1.100.000 TL
7705-4669,Dün,Satılık,Daire,3 + 1,130 m2,Kot 1,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Ata,235.000 TL
10249-2886,Dün,Satılık,Daire,3 + 1,120 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Çankaya,Sokullu Mehmet Paşa,365.000 TL
57374-1291,Dün,Satılık,Daire,4 + 1,160 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,Sıfır,Boş,Kat Mülkiyeti,120 TL,,Çankaya,Anıttepe,810.000 TL
1955-6360,Bugün,Satılık,Daire,3 + 1,120 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,25 TL,Hayır,Keçiören,İncirli,208.000 TL
2703-17630,Dün,Satılık,Daire,3 + 1,120 m2,3. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,349.000 TL
103979-65,Bugün,Satılık,Daire,3 + 1,120 m2,Bahçe Katı,30 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,30 TL,,Yenimahalle,Demetevler,130.000 TL
44716-6536,Bugün,Satılık,Daire,3 + 1,140 m2,7. Kat,2 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Fahri Korutürk,455.000 TL
6314-2226,Bugün,Satılık,Daire,2 + 1,100 m2,Giriş Katı,34 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Kiracı Oturuyor,,,,Çankaya,İşçi Blokları,380.000 TL
39997-4062,Dün,Satılık,Daire,2 + 1,90 m2,Giriş Katı,1 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,260 TL,Hayır,Çankaya,Alacaatlı,449.000 TL
26568-2930,Bugün,Satılık,Daire,6 + 1,200 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Çankaya,Seyranbağları,680.000 TL
35785-1763,Bugün,Satılık,Daire,1 + 1,105 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Keçiören,İncirli,115.000 TL
70180-2463,Bugün,Satılık,Daire,2 + 1,98 m2,1. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,110 TL,Hayır,Çankaya,Kırkkonaklar,495.000 TL
39108-6890,Bugün,Satılık,Daire,1 + 1,65 m2,Yüksek Giriş,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,,85 TL,Hayır,Çankaya,Yeşilkent,385.000 TL
89354-682,Dün,Satılık,Daire,3 + 1,125 m2,1. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,35 TL,Hayır,Keçiören,Şenlik,348.000 TL
2703-17635,Dün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,245.000 TL
13344-1078,Dün,Satılık,Daire,6 + 1,370 m2,En Üst Kat,12 Yaşında,Merkezi (Pay Ölçer),,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Birlik,1.150.000 TL
3493-25563,Dün,Satılık,Daire,2 + 1,105 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,İlkadım,209.000 TL
6310-17059,Bugün,Satılık,Daire,3 + 1,125 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Mürsel Uluç,320.000 TL
61156-5256,Dün,Satılık,Daire,7 + 1,300 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,,Çankaya,Kırkkonaklar,850.000 TL
31522-12494,Dün,Satılık,Daire,4 + 1,220 m2,17. Kat,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Evet,Keçiören,Ovacık,1.230.000 TL
44716-6410,Bugün,Satılık,Daire,2 + 1,95 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Cengizhan,187.000 TL
86993-2317,Bugün,Satılık,Daire,4 + 1,200 m2,15. Kat,2 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,380 TL,Hayır,Çankaya,İlkbahar,665.000 TL
65409-418,Dün,Satılık,Daire,3 + 1,155 m2,6. Kat,3 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,Pursaklar,Merkez,433.000 TL
4480-20951,Bugün,Satılık,Daire,2 + 1,105 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Pursaklar,Merkez,198.000 TL
57329-1837,Dün,Satılık,Daire,3 + 1,125 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Elvan,240.000 TL
26568-3447,Bugün,Satılık,Daire,3 + 1,90 m2,Kot 2,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,,Çankaya,Göktürk,200.000 TL
4937-5153,Bugün,Satılık,Daire,2 + 1,100 m2,5. Kat,13 Yaşında,Kombi,12 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,290 TL,,Çankaya,Mustafa Kemal,1.150.000 TL
3584-25882,Bugün,Satılık,Daire,2 + 1,100 m2,Bahçe Katı,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Çankaya,Bahçelievler,410.000 TL
70465-554,Bugün,Satılık,Daire,3 + 1,135 m2,Kot 3,25 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,115 TL,Hayır,Çankaya,Osman Temiz,300.000 TL
61156-5328,Dün,Satılık,Daire,3 + 1,160 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Kırkkonaklar,550.000 TL
3918-3884,Dün,Satılık,Daire,2 + 1,122 m2,9. Kat,4 Yaşında,Merkezi (Pay Ölçer),21 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,,,,Gölbaşı,Hacılar,675.000 TL
117162-289,Dün,Satılık,Daire,2 + 1,100 m2,Kot 1,15 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,Elvan,139.000 TL
37453-1199,Bugün,Satılık,Daire,3 + 1,125 m2,6. Kat,28 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Yenimahalle,Demetevler,255.000 TL
87775-388,Dün,Satılık,Daire,3 + 1,125 m2,1. Kat,45 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Bahçelievler,625.000 TL
44716-6546,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Cengizhan,197.000 TL
121699-117,Bugün,Satılık,Daire,3 + 1,175 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,350 TL,Evet,Keçiören,Ovacık,739.000 TL
4937-5117,Bugün,Satılık,Daire,3 + 1,120 m2,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,200 TL,,Çankaya,Yukarı Dikmen,480.000 TL
44716-6459,Bugün,Satılık,Daire,3 + 1,140 m2,5. Kat,4 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Mamak,Durali Alıç,385.000 TL
61156-5346,Dün,Satılık,Daire,4 + 1,140 m2,Giriş Katı,3 Yaşında,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,100 TL,Hayır,Çankaya,Kırkkonaklar,395.000 TL
72969-1781,Bugün,Satılık,Daire,3 + 1,85 m2,Bahçe Katı,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,25 TL,,Mamak,Saimekadın,170.000 TL
4094-1323,Bugün,Satılık,Daire,1 + 1,65 m2,Bahçe Katı,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,100 TL,Hayır,Çankaya,Bahçelievler,330.000 TL
65739-16028,Bugün,Satılık,Daire,2 + 1,105 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Altındağ,Güneşevler,215.000 TL
4629-4439,Bugün,Satılık,Daire,3 + 1,150 m2,1. Kat,35 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Altındağ,Hacettepe,380.000 TL
4209-2008,Bugün,Satılık,Daire,2 + 1,80 m2,1. Kat,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,70 TL,Hayır,Çankaya,Emek,445.000 TL
26568-3332,Bugün,Satılık,Daire,2 + 1,75 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,,Mamak,Türközü,115.000 TL
114754-527,Bugün,Satılık,Daire,4 + 1,280 m2,6. Kat,5 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Akpınar,750.000 TL
6792-3462,Dün,Satılık,Daire,2 + 1,85 m2,3. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Emek,399.000 TL
89176-2397,Bugün,Satılık,Daire,3 + 1,110 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Yenimahalle,Çarşı,260.000 TL
7566-604,Bugün,Satılık,Daire,3 + 1,130 m2,1. Kat,45 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,480 TL,Hayır,Çankaya,Güvenevler,475.000 TL
1955-6097,Bugün,Satılık,Daire,2 + 1,90 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,,Keçiören,İncirli,145.000 TL
39117-302,Dün,Satılık,Daire,3 + 1,165 m2,2. Kat,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Yenimahalle,Gazi,705.000 TL
3584-26018,Bugün,Satılık,Daire,2 + 1,90 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Çankaya,Bahçelievler,700.000 TL
96373-803,Bugün,Satılık,Daire,3 + 1,140 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,20 TL,Hayır,Çankaya,Naci Çakır,365.000 TL
119791-206,Dün,Satılık,Daire,1 + 1,55 m2,1. Kat,Sıfır Bina,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,Boş,,,Hayır,Çankaya,Birlik,325.000 TL
44716-6394,Bugün,Satılık,Daire,3 + 1,150 m2,8. Kat,5 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Cengizhan,419.500 TL
38136-1748,Dün,Satılık,Daire,2 + 1,80 m2,Yüksek Giriş,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,220 TL,,Çankaya,Emek,395.000 TL
