İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
38897-949,12 Gün Önce,Satılık,Villa,6 + 1,270 m2,,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,250 TL,Hayır,Etimesgut,Yavuz Selim,775.000 TL
43512-2838,26 Gün Önce,Satılık,Daire,3 + 1,130 m2,Bahçe Katı,21 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,,Kat Mülkiyeti,395 TL,,Çankaya,100. Yıl,395.000 TL
692546-1161,25 Gün Önce,Satılık,Daire,4 + 1,250 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Kutlu,420.000 TL
40243-8184,41 Gün Önce,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Şahintepe,155.000 TL
110876-139,78 Gün Önce,Satılık,Daire,4 + 1,193 m2,7. Kat,5 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Çankaya,İlkbahar,1.425.000 TL
25673-6212,75 Gün Önce,Satılık,Daire,2 + 1,90 m2,Kot 3,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Mamak,Cengizhan,145.000 TL
1623-2044,8 Gün Önce,Satılık,Daire,5 + 1,180 m2,Teras Katı,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Cebeci,500.000 TL
24112-228,21 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,Sıfır Bina,Isıtma Yok,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,100 TL,Hayır,Altındağ,Feridun Çelik,365.000 TL
65409-428,7 Gün Önce,Satılık,Daire,4 + 1,185 m2,6. Kat,1 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,75 TL,Hayır,Pursaklar,Fatih,730.000 TL
66658-995,21 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,130 TL,Hayır,Sincan,Saraycık,342.000 TL
75816-173,94 Gün Önce,Satılık,Villa,5 + 1,350 m2,,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Yenimahalle,Kuzey Yıldızı,510.000 TL
40243-7380,31 Gün Önce,Satılık,Daire,3 + 1,90 m2,Giriş Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Ev Sahibi Oturuyor,,,Evet,Mamak,Hüseyingazi,152.000 TL
40243-8200,31 Gün Önce,Satılık,Daire,4 + 1,150 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,Mamak,Mehtap,325.000 TL
86604-5379,7 Gün Önce,Satılık,Daire,2 + 1,65 m2,Zemin,4 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,,Hayır,Mamak,Kusunlar,58.000 TL
113926-97,60 Gün Önce,Satılık,Daire,6 + 1,190 m2,Teras Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,,50 TL,Hayır,Altındağ,Battalgazi,415.000 TL
49154-632,29 Gün Önce,Satılık,Daire,3 + 1,90 m2,1. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,50 TL,Evet,Altındağ,Hacettepe,260.000 TL
28250-1769,138 Gün Önce,Satılık,Daire,2 + 1,80 m2,Kot 2,30 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,250 TL,Evet,Çankaya,Ayrancı,290.000 TL
114467-98,116 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Altındağ,Aydınlıkevler,265.000 TL
21509-1963,195 Gün Önce,Satılık,Daire,3 + 1,180 m2,Bahçe Katı,30 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,420 TL,Evet,Çankaya,Gaziosmanpaşa,675.000 TL
28040-1213,28 Gün Önce,Satılık,Daire,2 + 1,90 m2,2. Kat,44 Yaşında,Soba,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Altındağ,Aydınlıkevler,188.000 TL
122315-10,48 Gün Önce,Satılık,Daire,5 + 1,250 m2,10. Kat,3 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Evet,Mamak,Şirintepe,695.000 TL
20953-3148,21 Gün Önce,Satılık,Daire,3 + 1,110 m2,Bahçe Katı,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Boş,Kat Mülkiyeti,30 TL,,Çankaya,İleri,230.000 TL
4006-1773,27 Gün Önce,Satılık,Daire,2 + 1,105 m2,Yüksek Giriş,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Yenimahalle,Çarşı,255.000 TL
1955-6270,45 Gün Önce,Satılık,Daire,3 + 1,110 m2,Kot 2,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Keçiören,İncirli,198.000 TL
113811-366,25 Gün Önce,Satılık,Daire,3 + 1,168 m2,1. Kat,8 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,160 TL,Hayır,Etimesgut,Yapracık,275.000 TL
1181-11882,6 Gün Önce,Satılık,Daire,5 + 1,285 m2,5. Kat,16 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,70 TL,Hayır,Çankaya,Mürsel Uluç,620.000 TL
3459-718,19 Gün Önce,Satılık,Daire,1 + 0,45 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,,Çankaya,Bahçelievler,365.000 TL
1754-1626,9 Gün Önce,Satılık,Villa,5 + 2,450 m2,,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Boş,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Mutlukent,6.990.000 TL
28040-1106,38 Gün Önce,Satılık,Daire,2 + 1,85 m2,1. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Altındağ,Aydınlıkevler,300.000 TL
68764-509,31 Gün Önce,Satılık,Daire,1 + 1,65 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,15 TL,Hayır,Altındağ,Aydınlıkevler,165.000 TL
122440-13,20 Gün Önce,Satılık,Villa,6 + 1,430 m2,,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Bağlıca,1.350.000 TL
116423-438,66 Gün Önce,Satılık,Daire,2 + 1,100 m2,Giriş Katı,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Mamak,Durali Alıç,174.000 TL
111334-1334,5 Gün Önce,Satılık,Daire,3 + 1,170 m2,Giriş Katı,3 Yaşında,Merkezi,10 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,,Hayır,Altındağ,Baraj,157.500 TL
1294-1057,19 Gün Önce,Satılık,Daire,3 + 1,110 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Sokullu Mehmet Paşa,255.000 TL
90726-785,31 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Umut,160.000 TL
19464-3029,160 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Harbiye,296.000 TL
41553-5500,69 Gün Önce,Satılık,Daire,3 + 100,120 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Sokullu Mehmet Paşa,365.000 TL
68373-1007,44 Gün Önce,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Sincan,Ulubatlı Hasan,145.000 TL
114617-157,11 Gün Önce,Satılık,Daire,3 + 1,135 m2,Yüksek Giriş,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Bağlarbaşı,360.000 TL
60015-541,41 Gün Önce,Satılık,Daire,3 + 1,161 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,800 TL,Hayır,Çankaya,Beytepe,1.425.000 TL
66820-2797,62 Gün Önce,Satılık,Daire,2 + 1,95 m2,Kot 3,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,Hayır,,,Çankaya,Harbiye,194.000 TL
21685-1965,86 Gün Önce,Satılık,Daire,3 + 1,150 m2,1. Kat,20 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,300 TL,Hayır,Etimesgut,Şeyh Şamil,460.000 TL
43940-1526,41 Gün Önce,Satılık,Daire,2 + 1,140 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Yapım Aşamasında,Boş,Kat İrtifakı,350 TL,Hayır,Çankaya,Konutkent,850.000 TL
30302-1566,15 Gün Önce,Satılık,Daire,3 + 1,170 m2,8. Kat,1 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı Değil,2,Kagir,Sıfır,Boş,Kat Mülkiyeti,125 TL,Hayır,Etimesgut,Ayyıldız,1.050.000 TL
2646-865,84 Gün Önce,Satılık,Daire,3 + 1,120 m2,Giriş Katı,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,50 TL,Hayır,Çankaya,Ehlibeyt,360.000 TL
7529-1218,231 Gün Önce,Satılık,Villa,5 + 2,400 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,2.850.000 TL
10495-6925,18 Gün Önce,Satılık,Daire,5 + 1,280 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Çankaya,Mürsel Uluç,515.000 TL
116423-399,66 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,35 TL,Hayır,Mamak,Misket,175.000 TL
4537-8544,52 Gün Önce,Satılık,Daire,1 + 1,75 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Kavaklıdere,575.000 TL
2220-7960,5 Gün Önce,Satılık,Villa,4 + 1,210 m2,,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Ev Sahibi Oturuyor,,,,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,1.630.000 TL
2120-437,86 Gün Önce,Satılık,Daire,2 + 1,90 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,5 TL,Evet,Altındağ,Aydınlıkevler,310.000 TL
122475-56,14 Gün Önce,Satılık,Daire,3 + 1,110 m2,1. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,,1 TL,Hayır,Mamak,Demirlibahçe,199.999 TL
2800-2804,239 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,30 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Kızılay,375.000 TL
25673-6213,153 Gün Önce,Satılık,Daire,2 + 1,95 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Mamak,Tuzluçayır,195.000 TL
1181-11747,3 Gün Önce,Satılık,Daire,2 + 1,110 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Çankaya,Harbiye,419.000 TL
40243-8106,32 Gün Önce,Satılık,Daire,5 + 1,200 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,,Evet,Mamak,Şahintepe,240.000 TL
40243-7935,38 Gün Önce,Satılık,Daire,3 + 1,140 m2,6. Kat,6 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Hürel,325.000 TL
60015-542,41 Gün Önce,Satılık,Daire,4 + 1,186 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,800 TL,Hayır,Çankaya,Beytepe,1.655.000 TL
114804-1565,33 Gün Önce,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Mamak,Kazım Orbay,229.000 TL
105502-899,37 Gün Önce,Satılık,Daire,1 + 1,80 m2,Kot 1,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,35 TL,Evet,Mamak,Gülveren,100.000 TL
40243-7088,45 Gün Önce,Satılık,Daire,2 + 1,90 m2,Kot 1,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,12,Betonarme,İkinci El,Kiracı Oturuyor,,,Hayır,Mamak,Bahçeleriçi,95.000 TL
45735-4383,40 Gün Önce,Satılık,Daire,5 + 1,260 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Boş,,,Evet,Pursaklar,Merkez,360.000 TL
105502-893,36 Gün Önce,Satılık,Daire,3 + 1,118 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,35 TL,Evet,Altındağ,Gültepe,168.000 TL
16407-6493,30 Gün Önce,Satılık,Daire,5 + 1,275 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Etimesgut,Topçu,365.000 TL
37380-3435,49 Gün Önce,Satılık,Daire,3 + 1,109 m2,6. Kat,29 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,375 TL,,Çankaya,Anıttepe,680.000 TL
115697-190,90 Gün Önce,Satılık,Daire,2 + 1,85 m2,Yüksek Giriş,50 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Eti,265.000 TL
25987-2028,52 Gün Önce,Satılık,Daire,2 + 1,100 m2,Ara Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,Çankaya,Emek,445.000 TL
33510-819,78 Gün Önce,Satılık,Daire,5 + 1,300 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Kırkkonaklar,845.000 TL
22875-2879,31 Gün Önce,Satılık,Daire,4 + 1,130 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Mamak,Balkiraz,580.000 TL
16744-18986,8 Gün Önce,Satılık,Daire,1 + 0,33 m2,11. Kat,6 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,175 TL,Hayır,Etimesgut,Şehit Osman Avcı,190.000 TL
119679-77,32 Gün Önce,Satılık,Daire,5 + 2,330 m2,Villa Katı,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Dodurga,890.000 TL
67759-3069,247 Gün Önce,Satılık,Daire,3 + 1,120 m2,Kot 1,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Evet,Mamak,Şahintepe,155.000 TL
121598-2,120 Gün Önce,Satılık,Daire,4 + 1,157 m2,Yüksek Giriş,1 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Etimesgut,Eryaman,790.000 TL
3341-17610,5 Gün Önce,Satılık,Daire,3 + 1,140 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,75 TL,Hayır,Çankaya,Şehit Cevdet Özdemir,790.000 TL
76426-994,61 Gün Önce,Satılık,Daire,3 + 1,165 m2,7. Kat,1 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,720 TL,,Çankaya,Yukarı Dikmen,1.495.000 TL
69789-149,113 Gün Önce,Satılık,Daire,3 + 1,125 m2,En Üst Kat,15 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,140 TL,,Yenimahalle,Kardelen,550.000 TL
40243-7978,45 Gün Önce,Satılık,Daire,3 + 1,110 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Misket,225.000 TL
105502-740,60 Gün Önce,Satılık,Daire,3 + 1,118 m2,3. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Mamak,Bahçelerüstü,335.000 TL
111334-1351,Dün,Satılık,Daire,3 + 1,120 m2,Ara Kat,21 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Sincan,Yunus Emre,280.000 TL
27363-1427,26 Gün Önce,Satılık,Daire,3 + 1,160 m2,1. Kat,15 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,330 TL,Hayır,Çankaya,Ayrancı,650.000 TL
76781-1475,49 Gün Önce,Satılık,Daire,3 + 1,100 m2,Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Mamak,Durali Alıç,165.000 TL
91527-8937,2 Gün Önce,Satılık,Daire,2 + 1,100 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Harbiye,419.000 TL
66658-942,126 Gün Önce,Satılık,Daire,6 + 1,300 m2,11. Kat,Sıfır Bina,Kombi,11 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat İrtifakı,1 TL,Evet,Yenimahalle,Ata,550.000 TL
2229-3550,247 Gün Önce,Satılık,Villa,6 + 2,400 m2,,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Arsa,,Hayır,Çankaya,Beytepe,830.000 TL
123070-4,3 Gün Önce,Satılık,Daire,2 + 1,90 m2,Kot 1,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Mamak,Abidinpaşa,130.000 TL
5978-5750,9 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,22 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,400 TL,,Çankaya,Keklik Pınarı,365.000 TL
50189-725,13 Gün Önce,Satılık,Daire,3 + 1,95 m2,1. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Mamak,Demirlibahçe,152.000 TL
9028-3534,12 Gün Önce,Satılık,Daire,4 + 1,185 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,,,,Keçiören,Etlik,420.000 TL
4070-1334,56 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,30 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,475 TL,Hayır,Çankaya,Aziziye,500.000 TL
65431-7473,54 Gün Önce,Satılık,Daire,2 + 1,95 m2,Kot 2,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Yunus Emre,115.000 TL
88777-95,124 Gün Önce,Satılık,Daire,7 + 1,300 m2,4. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,60 TL,Evet,Çankaya,Ata,825.000 TL
0-37011727,Bugün,Satılık,Daire,3 + 1,125 m2,Ara Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Sincan,Fevzi Çakmak,280.000 TL
9671-3393,230 Gün Önce,Satılık,Daire,4 + 1,170 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,,Çankaya,Huzur,410.000 TL
119733-33,158 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,20 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Yenimahalle,Batı Sitesi,285.000 TL
114818-147,133 Gün Önce,Satılık,Daire,5 + 1,260 m2,Ara Kat,4 Yaşında,Merkezi (Pay Ölçer),31 Katlı,Uygun,Eşyalı Değil,4,Betonarme,,Boş,Kat Mülkiyeti,825 TL,Hayır,Çankaya,Beytepe,1.995.000 TL
77839-902,138 Gün Önce,Satılık,Daire,3 + 1,95 m2,Giriş Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Mamak,Kayaş,120.000 TL
114617-171,15 Gün Önce,Satılık,Daire,3 + 1,115 m2,2. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,,Keçiören,Bağlarbaşı,407.000 TL
69104-1042,63 Gün Önce,Satılık,Daire,3 + 1,140 m2,4. Kat,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Altındağ,Gültepe,170.000 TL
1133-3597,42 Gün Önce,Satılık,Daire,3 + 1,110 m2,Giriş Katı,45 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Evet,Çankaya,Ayrancı,350.000 TL
4937-5210,10 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,60 TL,Hayır,Çankaya,Gökkuşağı,485.000 TL
