İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
73240-1733,18 Gün Önce,Satılık,Daire,3 + 1,145 m2,Giriş Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Yukarı Bahçelievler,950.000 TL
119069-578,21 Gün Önce,Satılık,Daire,3 + 1,110 m2,Giriş Katı,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Mamak,Yeşilbayır,155.000 TL
111334-1228,32 Gün Önce,Satılık,Daire,6 + 1,350 m2,4. Kat,4 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,140 TL,Hayır,Sincan,Gökçek,925.000 TL
15878-12472,25 Gün Önce,Satılık,Daire,4 + 1,200 m2,2. Kat,Sıfır Bina,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Yükseltepe,650.000 TL
15126-3400,30 Gün Önce,Satılık,Daire,3 + 1,135 m2,Ara Kat,6 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,,Hayır,Mamak,Ege,500.000 TL
118304-388,42 Gün Önce,Satılık,Daire,4 + 1,225 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),22 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Ovacık,850.000 TL
118808-382,49 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Etlik,529.000 TL
73240-1671,26 Gün Önce,Satılık,Daire,2 + 1,75 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Çankaya,Yukarı Bahçelievler,800.000 TL
4929-178,222 Gün Önce,Satılık,Daire,4 + 1,180 m2,2. Kat,10 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Polatlı,Şehitlik,250.000 TL
37957-15142,13 Gün Önce,Satılık,Daire,3 + 1,105 m2,4. Kat,25 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,418 TL,Hayır,Etimesgut,Şeyh Şamil,344.000 TL
111653-696,54 Gün Önce,Satılık,Daire,3 + 1,120 m2,14. Kat,Sıfır Bina,Kombi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Mamak,Karaağaç,125.000 TL
122265-141,14 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Mamak,Akşemsettin,250.000 TL
41594-1531,77 Gün Önce,Satılık,Daire,3 + 1,115 m2,6. Kat,10 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,,,,,100 TL,,Mamak,Ege,325.000 TL
3483-3699,53 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Aşağı Öveçler,345.000 TL
114467-115,44 Gün Önce,Satılık,Daire,2 + 1,105 m2,2. Kat,40 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,35 TL,Hayır,Altındağ,Aydınlıkevler,235.000 TL
97141-9644,57 Gün Önce,Satılık,Daire,2 + 1,100 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,200 TL,Hayır,Etimesgut,Şehit Osman Avcı,355.000 TL
114804-1237,9 Gün Önce,Satılık,Daire,3 + 1,117 m2,Kot 2,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,45 TL,Evet,Mamak,Şahintepe,142.000 TL
12890-4959,50 Gün Önce,Satılık,Daire,2 + 1,105 m2,Bahçe Katı,14 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Etimesgut,Eryaman,219.000 TL
118256-79,43 Gün Önce,Satılık,Daire,4 + 1,180 m2,Ara Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Hayır,,,,,,Polatlı,Mehmet Akif,450.000 TL
53646-6453,38 Gün Önce,Satılık,Daire,2 + 1,134 m2,Yüksek Giriş,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Yenimahalle,Yeni Batı,650.000 TL
37640-6805,9 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,İstasyon,269.000 TL
16429-582,167 Gün Önce,Satılık,Daire,3 + 1,130 m2,Kot 1,14 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,Atakent,225.000 TL
114015-1523,8 Gün Önce,Satılık,Daire,4 + 1,176 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Beytepe,1.490.000 TL
118347-298,39 Gün Önce,Satılık,Daire,3 + 1,95 m2,Giriş Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Keçiören,Kalaba,145.000 TL
32249-5122,48 Gün Önce,Satılık,Daire,4 + 1,180 m2,9. Kat,Sıfır Bina,Merkezi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,250 TL,Hayır,Yenimahalle,Susuz,648.000 TL
112265-592,32 Gün Önce,Satılık,Daire,3 + 1,110 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,20 TL,Hayır,Mamak,Tuzluçayır,188.000 TL
3286-7110,54 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Sokullu Mehmet Paşa,365.000 TL
4583-14456,Bugün,Satılık,Daire,3 + 1,145 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Keklik Pınarı,450.000 TL
114804-1990,8 Gün Önce,Satılık,Daire,3 + 1,120 m2,Kot 1,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Mamak,Mutlu,210.000 TL
4901-2173,39 Gün Önce,Satılık,Daire,3 + 1,125 m2,Giriş Katı,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Evet,Keçiören,Esertepe,179.000 TL
692609-3977,16 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Etimesgut,Eryaman,380.000 TL
119882-1058,9 Gün Önce,Satılık,Daire,3 + 1,120 m2,Giriş Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,Süvari,249.000 TL
1124-5153,14 Gün Önce,Satılık,Daire,3 + 1,150 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Hayır,Çankaya,Emek,1.250.000 TL
122265-41,16 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,6 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Mamak,Boğaziçi,260.000 TL
0-36929879,19 Gün Önce,Satılık,Villa,5 + 1,600 m2,,2 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Altındağ,Baraj,1.360.000 TL
14436-3049,119 Gün Önce,Satılık,Daire,2 + 1,90 m2,4. Kat,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,40 TL,Evet,Çankaya,Metin Oktay,300.000 TL
25807-2039,16 Gün Önce,Satılık,Daire,3 + 1,145 m2,3. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,50 TL,Hayır,Çankaya,Sancak,520.000 TL
14984-2712,41 Gün Önce,Satılık,Daire,2 + 1,90 m2,Giriş Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Osman Temiz,225.000 TL
114841-405,13 Gün Önce,Satılık,Daire,4 + 1,190 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Etimesgut,Bağlıca,979.000 TL
112265-524,142 Gün Önce,Satılık,Daire,2 + 1,110 m2,1. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Mamak,Peyami Safa,213.000 TL
69365-376,58 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Sincan,Akşemsettin,239.000 TL
3483-3763,19 Gün Önce,Satılık,Daire,4 + 1,160 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,360 TL,Hayır,Çankaya,Harbiye,525.000 TL
27363-1405,252 Gün Önce,Satılık,Daire,3 + 1,130 m2,Giriş Katı,15 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Hayır,,,,,,Çankaya,Bayraktar,250.000 TL
2670-1608,231 Gün Önce,Satılık,Daire,4 + 1,155 m2,2. Kat,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,30 TL,Hayır,Yenimahalle,Beştepe,650.000 TL
2250-2416,78 Gün Önce,Satılık,Bina,4 + 1,"1,000 m2",,4 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,100 TL,Hayır,Çankaya,Ümit,6.850.000 TL
121174-22,136 Gün Önce,Satılık,Daire,3 + 1,100 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Boş,,20 TL,Hayır,Mamak,Abidinpaşa,230.000 TL
121128-543,6 Gün Önce,Satılık,Daire,2 + 1,105 m2,Yüksek Giriş,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Mamak,Bahçeleriçi,235.000 TL
114804-1963,16 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,30 TL,Hayır,Mamak,General Zeki Doğan,295.000 TL
3493-24985,78 Gün Önce,Satılık,Daire,5 + 1,210 m2,3. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Harbiye,695.000 TL
2602-7974,13 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,30 TL,Hayır,Çankaya,Mürsel Uluç,298.000 TL
2263-1024,89 Gün Önce,Satılık,Daire,2 + 1,95 m2,Kot 2,25 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,,Çankaya,İlkadım,160.000 TL
122351-42,54 Gün Önce,Satılık,Villa,3 + 1,220 m2,,2 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,350 TL,Hayır,Yenimahalle,Karacakaya,1.050.000 TL
122475-61,12 Gün Önce,Satılık,Daire,3 + 1,95 m2,1. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1 TL,Hayır,Mamak,Saimekadın,215.000 TL
111476-642,14 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,17 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Kuşcağız,355.000 TL
4229-4370,51 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Kuşcağız,300.000 TL
96373-801,28 Gün Önce,Satılık,Residence,3 + 1,235 m2,20. Kat,6 Yaşında,Merkezi (Pay Ölçer),28 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Boş,Kat Mülkiyeti,,,Çankaya,Aziziye,2.500.000 TL
65739-15705,44 Gün Önce,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Altındağ,Güneşevler,225.000 TL
28851-14563,34 Gün Önce,Satılık,Daire,5 + 2,320 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,İstasyon,450.000 TL
114804-1999,2 Gün Önce,Satılık,Daire,3 + 1,120 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,50 TL,Hayır,Mamak,General Zeki Doğan,126.750 TL
53138-8082,41 Gün Önce,Satılık,Daire,4 + 1,220 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Mamak,Cengizhan,449.000 TL
10557-2698,22 Gün Önce,Satılık,Daire,327 + 1,135 m2,2. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Akpınar,460.000 TL
114841-391,22 Gün Önce,Satılık,Daire,4 + 1,230 m2,5. Kat,3 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Etimesgut,Bağlıca,1.400.000 TL
7372-2326,36 Gün Önce,Satılık,Daire,3 + 1,110 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,,Keçiören,Etlik,296.000 TL
2703-17669,6 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Fatih,389.000 TL
93678-7396,15 Gün Önce,Satılık,Daire,3 + 1,140 m2,Zemin,4 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Keçiören,Yükseltepe,189.000 TL
10580-4945,23 Gün Önce,Satılık,Daire,2 + 1,100 m2,Kot 3,35 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,40 TL,,Çankaya,Seyranbağları,195.000 TL
114844-374,20 Gün Önce,Satılık,Daire,4 + 1,190 m2,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Etimesgut,Bağlıca,809.000 TL
6997-212,36 Gün Önce,Satılık,Daire,3 + 1,160 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Evet,Yenimahalle,Kardelen,421.000 TL
2250-2413,20 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,100 TL,Hayır,Çankaya,Yukarı Bahçelievler,925.000 TL
42882-603,236 Gün Önce,Satılık,Villa,5 + 1,230 m2,,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Polatlı,Şehitlik,900.000 TL
101486-1058,26 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Karakaya,328.000 TL
65739-15927,19 Gün Önce,Satılık,Daire,4 + 1,180 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Altındağ,Güneşevler,710.000 TL
53138-8081,41 Gün Önce,Satılık,Daire,4 + 1,185 m2,16. Kat,2 Yaşında,Kombi,18 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Mamak,Ege,680.000 TL
28851-14487,49 Gün Önce,Satılık,Daire,3 + 1,109 m2,Kot 1,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,İstasyon,205.000 TL
4583-14460,9 Gün Önce,Satılık,Daire,3 + 1,165 m2,2. Kat,12 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Şehit Cengiz Karaca,685.000 TL
16761-28043,24 Gün Önce,Satılık,Daire,3 + 1,125 m2,Kot 2,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Çankaya,Harbiye,389.000 TL
36851-15814,8 Gün Önce,Satılık,Daire,3 + 1,130 m2,Yüksek Giriş,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,280 TL,Hayır,Çankaya,Harbiye,425.000 TL
53138-8009,65 Gün Önce,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Mamak,Şirintepe,175.000 TL
26735-1187,35 Gün Önce,Satılık,Bina,3 + 1,115 m2,3. Kat,30 Yaşında,Soba,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Polatlı,Cumhuriyet,82.000 TL
73018-1048,19 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Mimar Sinan,239.000 TL
2703-17616,8 Gün Önce,Satılık,Daire,4 + 1,200 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Saray Cumhuriyet,590.000 TL
4480-21224,8 Gün Önce,Satılık,Daire,4 + 1,190 m2,Giriş Katı,1 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Mimar Sinan,495.000 TL
36851-15468,13 Gün Önce,Satılık,Daire,4 + 1,200 m2,1. Kat,25 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Yukarı Dikmen,680.000 TL
122265-67,16 Gün Önce,Satılık,Daire,4 + 1,180 m2,3. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Mamak,Cengizhan,420.000 TL
18510-17957,Bugün,Satılık,Daire,3 + 1,125 m2,2. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Mimar Sinan,240.000 TL
36851-15795,10 Gün Önce,Satılık,Daire,3 + 1,135 m2,7. Kat,22 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,200 TL,Hayır,Çankaya,Keklik Pınarı,625.000 TL
37640-6781,26 Gün Önce,Satılık,Daire,3 + 1,160 m2,2. Kat,5 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Etimesgut,Ahi Mesut,659.000 TL
47322-788,26 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Mamak,Akşemsettin,265.000 TL
76752-614,314 Gün Önce,Satılık,Daire,5 + 1,300 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 ,Hayır,Etimesgut,Elvan,340.000 TL
119069-558,23 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Mamak,Yeşilbayır,179.000 TL
114844-347,48 Gün Önce,Satılık,Villa,5 + 2,600 m2,,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Etimesgut,Bağlıca,2.599.000 TL
4480-21011,Dün,Satılık,Daire,3 + 1,130 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Mimar Sinan,309.000 TL
97141-9642,58 Gün Önce,Satılık,Daire,4 + 2,345 m2,Teras Katı,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Yenimahalle,Susuz,1.250.000 TL
121003-506,16 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Keçiören,Yayla,379.000 TL
122265-19,20 Gün Önce,Satılık,Daire,3 + 1,150 m2,5. Kat,5 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,75 TL,Hayır,Mamak,Durali Alıç,390.000 TL
114844-378,15 Gün Önce,Satılık,Daire,4 + 185,190 m2,1. Kat,Sıfır Bina,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Etimesgut,Bağlıca,850.000 TL
92647-2088,35 Gün Önce,Satılık,Daire,2 + 1,105 m2,Giriş Katı,Sıfır Bina,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Etimesgut,Bağlıca,449.000 TL
36851-15730,10 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Aydınlar,459.000 TL
52225-6709,14 Gün Önce,Satılık,Daire,2 + 1,105 m2,Giriş Katı,5 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Çankaya,Aşağı Öveçler,370.000 TL
65739-15860,27 Gün Önce,Satılık,Daire,3 + 1,130 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Kavacık Subayevleri,168.000 TL
